text,label,tweet_num,found_terms,found_index_terms,GPT_found_terms,GPT_found_index_terms,pubchem_found_terms,pubchem_found_index_terms,redmed_found_terms,redmed_found_index_terms,DEA_found_terms,DEA_found_index_terms,count_found_terms
"I know the process. Yeah, it tears your fucking heart out. I gave Mom what I call the ""Death Dose"" myself (Ativan and Morphine) and the worst day of my damn life. Combat had nothing on doing that. I feel you. There are no words Britt. Just thoughts. Peace be with you ❤️",F,43597,"['ativan', 'morphine', 'peace']","['phencyclidine', 'lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine', 'peace']","['phencyclidine', 'lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['morphine', 'peace']","['morphine', 'mdma']",3
"You are not overthinking at all.
You have to be careful taking prescription meds abroad due to different laws.
Codeine.
Tramadol.
Morphine.
Pain patches.
Gabapentin.
Etc",T,44011,"['prescription meds', 'codeine', 'morphine', 'pain patches', 'gabapentin']","['codeine', 'hydrocodone', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']","['codeine', 'morphine', 'gabapentin']",5
"😅😅

True. Though hopefully I should be down to prescription strength co-codamol within two weeks then two weeks after I'm aiming to be opiate free.

Will be tough watching Homes Under The Hammer without morphine or codeine flying round my bloodstream 🤔",F,44031,"['co-codamol', 'opiate free', 'morphine', ' codeine']","['codeine', 'morphine', 'naltrexone']","['co-codamol', 'opiate', 'morphine', ' codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']",4
"Excuse the whinge but this is going to be another one of those nights where I don't sleep until the following evening. I've had all my meds, including my morphine & gabapentin & still in too much pain to sleep #EDS #Fibromyalgia",T,44100,"['morphine', 'gabapentin', 'fibromyalgia']","['pregabalin', 'morphine', 'gabapentin']","['morphine', 'gabapentin', 'fibromyalgia']","['pregabalin', 'morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']","['morphine', 'gabapentin']",3
"But since I can take Demerol (but not codeine, morphine, etc), she thinks tramadol might be OK, too, and worth a try.",T,44462,"['demerol', ' codeine', 'morphine']","['codeine', 'meperidine', 'morphine']","[' codeine', 'morphine']","['codeine', 'morphine']","['demerol', 'codeine', 'morphine']","['codeine', 'meperidine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']","['codeine', 'morphine']",3
"Like a patient kept on morphine and tranquilizers. The victim is unaware of his situation. In order not to arouse the patient, he is kept comfortable. On his last day he realizes something is not right. That's us, we are that feeling. We must tell the body, ""get up.""",F,44702,"['morphine', 'tranquilizers']","['xylazine', 'morphine']","['morphine', 'tranquilizers']","['phencyclidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],2
"I've been on so much over the years that my tolerance is ludicrous. I've been on morphine, cyclobenzaprine, cannabis, clonazepam, hydrozyzine, double cetirizine, fexofenadine, diphenhydramine, & ondansetron simultaneously & stayed mostly lucid. More than once.",T,44887,"['tolerance', 'morphine', 'cyclobenzaprine', 'diphenhydramine']","['diphenhydramine', 'morphine', 'cyclobenzaprine']","['tolerance', 'morphine', 'cyclobenzaprine', 'diphenhydramine']","['diphenhydramine', 'morphine', 'cyclobenzaprine']","['morphine', 'cyclobenzaprine', 'diphenhydramine']","['diphenhydramine', 'morphine', 'cyclobenzaprine']","['morphine', 'cyclobenzaprine', 'diphenhydramine']","['diphenhydramine', 'morphine', 'cyclobenzaprine']","['morphine', 'cyclobenzaprine', 'diphenhydramine']","['diphenhydramine', 'morphine', 'cyclobenzaprine']",4
I was on oxycodone. When I broke my shoulder she changed it 2 Fentanyl/Actiq. Didn't help pain & made me dream N fluorescent green! Weird! Went back on others. Did great. Then got tapered. Can't take Demerol because it causes hallucinations & I feel like I'm falling. Evbody diff.,T,45263,"['oxycodone', 'fentanyl', 'actiq', 'green', 'demerol']","['fentanyl', 'meperidine', 'ketamine', 'oxycodone']","['oxycodone', 'fentanyl', 'actiq']","['fentanyl', 'oxycodone']","['oxycodone', 'fentanyl', 'demerol']","['fentanyl', 'meperidine', 'oxycodone']","['oxycodone', 'fentanyl', 'actiq']","['fentanyl', 'oxycodone']","['oxycodone', 'fentanyl', 'green']","['fentanyl', 'ketamine', 'oxycodone']",5
"i have taken 3 CBD capsules, a glug of morphine and i have my electric blanket cranked up to the highest setting and i am still in too much pain to sleep. send help - i'll try anything! 

#NEISvoid",T,45575,"['cbd', 'capsules', 'morphine']","['cbd', 'pregabalin', 'morphine']","['cbd', 'capsules', 'morphine']","['cbd', 'pregabalin', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']","['cbd', 'morphine']",3
The family says DMX didn't overdose on drugs but this Demi Lovato article came out 3 days ago. Of course TMZ is the source...this whole situation with DMX has me so confused! 😖,T,45634,['the source'],['zopiclone'],[],[],[],[],[],[],[],[],1
"Anaesthetic, codeine, paracetamol, gabapentin, frozen peas in a tea towel, self pity & heavy frog dressed as Thor.",T,45764,"['anaesthetic', 'codeine', 'gabapentin']","['ketamine', 'codeine', 'gabapentin']","['anaesthetic', 'codeine', 'gabapentin']","['ketamine', 'codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']","['codeine', 'gabapentin']",3
"I needed someone to hold space and crack hilarious dad jokes with, (which - during the moments we weren't in silence - there were lots of). Her selfless act of love and support that day has stayed with me for two years now, and I'll never forget it.",F,45797,['silence'],['lorazepam'],[],[],['silence'],['lorazepam'],[],[],[],[],1
"I agree with you that that opiates are overprescribed in the US. They are underprescribed in the NL. But the medicine we're discussing in this thread is a muscle relaxant. And the alternatives my GP offered were valium, tramadol and morphine (all significantly more addictive).",T,45874,"['opiates', 'muscle relaxant', 'morphine']","['morphine', 'cyclobenzaprine', 'oxycodone']","['opiates', 'morphine']","['morphine', 'oxycodone']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],3
"Ride Along 2 (2016) 1hr 41m [PG-13] Before Ben can marry James's sister, the two Atlanta cops must head to Miami to help the local police bring down a brutal drug dealer....",T,46068,['pg-13'],['pregabalin'],['pg-13'],['pregabalin'],[],[],[],[],[],[],1
"I appreciate the update, though it's distressing to know she's so uncomfortable. When we went through it Ativan was given every hour and morphine every three. This was round the clock. Very emotional but absolutely necessary.",T,46155,"['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"What is an end of life plan in UK? Reading a post, it looks like NHS decides to withhold food and water and then admin another drug w morphine for ""an easy death""?  Had palliative  hospice care for my mom and they had a box of low dose morphine, ativan, doxycycline and haldol",T,46517,"['morphine', 'morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'morphine']",['morphine'],3
"That's so rough! I have severe Fibromyalgia, so stretches are hard for me too. My tummy can't handle some pain meds, but my liver's okay. If it's okay to ask, is the morphine for the headaches? I was on morphine for 6 weeks in 2020 because of surgery. I did not like it!",T,46564,"['fibromyalgia', 'pain meds', 'morphine', 'morphine']","['pregabalin', 'oxymorphone', 'morphine']","['fibromyalgia', 'pain meds', 'morphine', 'morphine']","['pregabalin', 'oxymorphone', 'morphine']","['morphine', 'morphine']",['morphine'],"['morphine', 'morphine']",['morphine'],"['morphine', 'morphine']",['morphine'],4
"Why am I just now remembering my dentist turning on 70s funk before he did my surgery, smooth passed out on the morphine and Ativan to Kool and the Gang 😂😂😂",T,46822,"['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']","['morphine', 'ativan']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"if you knew anything about opiate overdose you'd realize that the listed lethal doses are for people who don't use, and weigh much less than floyd, a dr even testified the amount in his system was lower than most overdoses he sees.",T,46945,"['opiate', 'lethal doses', 'overdoses']","['carfentanil', 'fentanyl', 'methadone']",['opiate'],['codeine'],[],[],[],[],[],[],3
"I used to smoke like a gram of heroin everyday for 7 odd years. The habit lasted 13 not to mention piles of Benzoes, at 19 I was prescribed to 4 x 2mg XaNaX (the name itself is a hectic spell), 4 x 5mg Valium and 4 x 30mg Serapax per day by a doctor who was later disbarred. Crazy",T,46967,"['smoke', 'x 30mg', 'serapax', 'doctor', 'crazy']","['delta-9-thc-cooh', 'mdma', 'fentanyl', 'oxycodone', 'oxazepam']",['serapax'],['oxazepam'],[],[],['serapax'],['oxazepam'],"['smoke', 'doctor', 'crazy']","['fentanyl', 'delta-9-thc-cooh', 'mdma']",5
Dr Nyambura Kariuki killed a child with Gabapentin and Morphine . She brought Dr Doris Kinuthia an experienced nephrologist to help cover it up,T,47613,"['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']","['gabapentin', 'morphine']","['morphine', 'gabapentin']",2
I actually miss being in the hospital. Whenever you cant sleep you can always just say youre in a ton of pain or nauseous &let the drugs put you to sleep...Advil PM aint got nothing on morphine dilaudid or phinergan. One push through the IV and youre out before you can count to 3,T,47745,"['advil pm', 'morphine dilaudid']","['zopiclone', 'hydromorphone']",['morphine dilaudid'],['hydromorphone'],"['morphine', 'dilaudid']","['morphine', 'hydromorphone']","['morphine', 'dilaudid']","['morphine', 'hydromorphone']",['morphine'],['morphine'],2
"Benadryl, Zofran, and Toradol. It works fairly well, but Morphine works better, and from what I understand, fewer potential side effects. I've never heard of Maxeran.",T,47871,"['benadryl', 'morphine']","['diphenhydramine', 'morphine']",['morphine'],['morphine'],"['benadryl', 'morphine']","['diphenhydramine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],2
The Customs officials at #Delhi's Indira Gandhi International Airport have arrested a Ugandan woman for trying to smuggle in heroin capsules by swallowing them.,T,48321,['capsules'],['pregabalin'],['capsules'],['pregabalin'],[],[],[],[],[],[],1
"CBD is one of two major active chemicals found in the cannabis plant, with THC being the other.
CBD has been used to treat anxiety, depression, chronic pain, nerve pain, insomnia, Parkinson's disease, and epilepsy, amo",T,48482,"['cbd', 'plant', 'cbd', 'chronic', 'nerve pain']","['cbd', 'pregabalin', 'delta-9-thc-cooh']","['cbd', 'cbd', 'nerve pain']","['cbd', 'pregabalin']","['cbd', 'cbd']",['cbd'],"['cbd', 'cbd']",['cbd'],"['cbd', 'plant', 'cbd', 'chronic']","['cbd', 'delta-9-thc-cooh']",5
"if theres one thing thats blown my mind and ""redpilled"" me its been how these opiates arent doing shit for my fucked ankle despite being ""5x stronger than morphine""
Yet a decently high dose of edibles has me finding peace

On that note, check this weed nft i got off 404SHiNO403",F,48494,"['opiates', 'morphine', 'decently high dose', 'peace', 'weed']","['delta-9-thc-cooh', 'phencyclidine', 'oxycodone', 'morphine', 'temazepam']","['opiates', 'morphine']","['morphine', 'oxycodone']","['morphine', 'peace']","['phencyclidine', 'morphine']",['morphine'],['morphine'],"['morphine', 'peace', 'weed']","['delta-9-thc-cooh', 'morphine', 'mdma']",5
Instead of the drug dealer get with the source kingpin or scammer lmaoo if that's what u want,T,48584,['the source'],['zopiclone'],[],[],[],[],[],[],[],[],1
I've been on gabapentin and codeine since Feb when broke my hand. They aren't touching it now and I'm off the nefopam ideas?,F,48585,"['gabapentin', ' codeine']","['codeine', 'gabapentin']","['gabapentin', ' codeine']","['codeine', 'gabapentin']","['gabapentin', 'codeine']","['codeine', 'gabapentin']","['gabapentin', 'codeine']","['codeine', 'gabapentin']","['gabapentin', 'codeine']","['codeine', 'gabapentin']",2
"Yeah after having morphine and codeine all the time and just coming straight off, and then being told to start an anticonvulsant (which I'm meant to taper up to 4x my current dose by end of the month 😬)",T,48625,"['morphine', ' codeine', 'anticonvulsant']","['pregabalin', 'codeine', 'morphine']","['morphine', ' codeine', 'anticonvulsant']","['pregabalin', 'codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']","['morphine', 'codeine']","['codeine', 'morphine']",3
It makes me kinda mad that I shot up heroin everyday for years and yet the only drug I've ever OD'd on was fukin Benadryl,T,48932,['benadryl'],['diphenhydramine'],[],[],['benadryl'],['diphenhydramine'],[],[],[],[],1
"Can't tell anymore if covid or just my  chronic pain but the pain is so much worse yesterday & today 🙈 Managed to do some house chores only thanks to morphine & muscle relaxants🙃 Not sure if that's the mix that makes me nauseous or covid 🤣 FML, need a holiday from my body 😅",T,49190,"['chronic', 'morphine', 'muscle relaxants']","['morphine', 'delta-9-thc-cooh', 'cyclobenzaprine']",['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],['morphine'],"['chronic', 'morphine']","['morphine', 'delta-9-thc-cooh']",3
"Coming up next on CCTV's public channel (Comcast8/Verizon43)
4/10/2021 4:32:15 AM:     PSA-Mass DPH Steps to Stop an Overdose",T,49311,['dph'],['diphenhydramine'],[],[],[],[],[],[],[],[],1
"What wave of the overdose crisis are we in? Do we count one each for China White, fent, carfentanil, benzo-dope? Or count back to 2016, when BC declared an emergency? 2013 when we started feeling it? Count from 1990s OD emergency? 1908 Opium Act? Must be on the 100th wave by now.",T,49441,"['china white', 'fent', 'carfentanil']","['carfentanil', 'fentanyl', 'morphine']","['china white', 'fent', 'carfentanil']","['carfentanil', 'fentanyl', 'morphine']",['carfentanil'],['carfentanil'],['carfentanil'],['carfentanil'],"['china white', 'fent', 'carfentanil']","['carfentanil', 'fentanyl']",3
"I done gave this man Ativan, morphine, & melatonin. Why he still up talking to me trying to get out the damn chair",T,49855,"['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']","['ativan', 'morphine']","['lorazepam', 'morphine']",['morphine'],['morphine'],2
"In 2004,Dr Sebi was reportedly treated Michael Jackson prior to his being tried on counts of child abuse.He claimed to have helped the singer overcome addiction to painkillers (Demerol and morphine) with his African Cell Food Therapy.He worked with Jackson for six months.",T,50000,"['painkillers', 'demerol', 'morphine']","['meperidine', 'hydrocodone', 'morphine']","['painkillers', 'morphine']","['hydrocodone', 'morphine']","['demerol', 'morphine']","['meperidine', 'morphine']",['morphine'],['morphine'],['morphine'],['morphine'],3
